Protocol,Source Port,Destination Port,Payload Length,First 1 Byte,First 2 Bytes,First 3 Bytes,First 5 Bytes,First 8 Bytes,First 16 Bytes
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,115,29590,7575066,496439549682,8328873555964727865,153640598909168543245891288319749253090
TCP,80,2081,1460,217,55732,14267468,935032796162,15687247188299180449,289378634103574733507684987074440183162
TCP,80,2081,1460,114,29288,7497970,491387021685,8244106202422158178,152076917232563103494627419702669952350
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,107,27638,7075452,463696857003,7779542328465826781,143507226343799596190198356312263518560
TCP,80,2081,1460,148,38127,9760740,639679900974,10732047869508819105,197971340435629028164925844645756257623
TCP,80,2081,1460,139,35725,9145703,599372814984,10055807181523573622,185496901532135931063731716226875020400
TCP,80,2081,1460,3,935,239539,15698434568,263376027618785558,4858430176633995696460162756741646855
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,238,60947,15602507,1022525941962,17155138593910071171,316456451190876615590444311648254913681
TCP,80,2081,1460,26,6780,1735914,113764901483,1908658325399507565,35208531652799763140181589603578258776
TCP,80,2081,1460,113,29124,7455925,488631515364,8197876477679460352,151224129331636518562173658631989577851
TCP,80,2081,1460,141,36261,9282853,608361074968,10206605160743955692,188278633261646890125958942605517419676
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,56,14459,3701638,242590599946,4069994894864346361,75078154206867010844656540645995805837
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,3389,1421,111,192,49263,12611386,826499835164,13866366258520628418,255789309603251490623149303498510899579
TCP,1421,3389,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,115,29443,7537598,493984040933,8287676955292637349,152880655759863678591897161194842098516
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,248,63691,16305127,1068572825077,17927677098060936430,330707271264034031153014282177408322892
TCP,80,2081,1460,205,52579,13460273,882132467833,14799726953453219027,273006775471132685153575258623005919243
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,6,0,0,0,0,0,0
TCP,2076,443,1460,78,20212,5174358,339106736594,5689266966901447804,104948451705440798029985335393396361963
TCP,2076,443,1460,13,3461,886242,58080766294,974433561571815348,17975126527148576247351792957632991530
TCP,443,2076,258,22,5635,1442563,94539808970,1586114795688689664,29258653707593372343238184680556642397
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,61070,53,44,244,62572,16018433,1049784025088,17612453342250860544,324892419314652046949900254888422947074
TCP,80,2081,1460,232,59560,15247503,999260368097,16764807035815694648,309256104834817359893700141057463585588
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,44,11286,2889447,189362860083,3176981606004083760,58604966612840085762723336960542894493
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,236,60482,15483641,1014735913935,17024443611050890825,314045554290355459114296673600762540403
TCP,80,2081,1460,54,13969,3576104,234363568460,3931968210598008463,72532011286863162815018518686094398817
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,91,23361,5980545,391941008155,6575678953084747500,121299866758432694642018828970526244047
TCP,80,2081,1460,127,32561,8335700,546288459820,9165199488710621927,169068089352738477553689031383239163866
TCP,80,2081,1460,120,30948,7922929,519237126343,8711353423885851410,160696107146055741028098733952278096365
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,104,26655,6823888,447210364984,7502944890790098933,138404904199551616464465428282922479140
TCP,80,2081,1460,6,1715,439104,28777161553,482800655250028361,8906100126016548996618261105919497567
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,202,51815,13264850,869325259621,14584857654931136002,269043136511998321591518182500263566169
TCP,80,2081,1460,56,14564,3728534,244353218766,4099566731543030871,75623658309868241066337625388475193332
TCP,80,2081,1460,183,47005,12033448,788624051314,13230916051702178895,244067322266485747967744055915387928547
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,201,51462,13174420,863398790118,14485427995962554361,267208983039668676445285491613124446791
TCP,80,2081,1460,214,54982,14075519,922453261757,15476197622402868489,285485456774617967351635287954709304434
TCP,80,2081,1460,62,15983,4091890,268166125193,4499081006254600723,82993395889266262017677113593841307224
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,129,33181,8494493,556695105035,9339794023325091969,172288790049440029979924935496735139316
TCP,80,2081,1460,28,7238,1853124,121446342291,2037531517037553190,37585822436908916607388628435023947731
TCP,80,2081,1460,46,12020,3077360,201677915436,3383593949713572390,62416291639718336098412705633765423596
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,63,16325,4179266,273892416634,4595152234635284939,84765597252051645465822215558732521745
TCP,80,2081,1460,29,7597,1945025,127469164792,2138577711065680949,39449795717768187845177311384388804195
TCP,80,2081,1460,61,15789,4042096,264902859399,4444332491161252475,81983464042923642299194475573844368704
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,147,37692,9649190,632369316531,10609396615227221509,195708824137576924433141153594831715636
TCP,80,2081,1460,253,64917,16618954,1089139791478,18272733535836974056,337072439062674481873313185593114637235
TCP,80,2081,1460,234,60061,15375625,1007657023515,16905679537443394392,311854743819366769317022090492513953181
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,86,22037,5641677,369732960031,6203089732767317933,114426808766614088320154341758284350178
TCP,80,2081,1460,117,30206,7732881,506782150295,8502393600449183652,156841478761431995807574999209905063346
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,192,49360,12636240,828128639536,13893693061286399057,256293400140224399932097532599779125561
TCP,80,2081,1460,37,9617,2462183,161361636302,2707199026362864628,49939007595911441270597186527091883530
TCP,80,2081,1460,61,15833,4053500,265650218148,4456871090322884249,82214760372701092778395125877647902975
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,229,58647,15013799,983944382215,16507847432422759885,304516036793745983770050205247521550561
TCP,80,2081,1460,123,31562,8079986,529530023591,8884039584282860426,163881604551970924169916706898388224109
TCP,80,2081,1460,58,14893,3812776,249874124067,4192192152290094762,77332295741108995646243333144025236583
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,254,65216,16695343,1094146026022,18356724214113169928,338621793609412743652892646208462818367
TCP,80,2081,1460,104,26791,6858555,449482309705,7541061798103132296,139108037033636450909772612385849809642
TCP,80,2081,1460,39,10184,2607294,170871660224,2866750751860388579,52882217442683024378790153136158093461
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,193,49661,12713251,833175672365,13978368221226986798,257855381145048845276107608467354312497
TCP,80,2081,1460,30,7865,2013599,131963263717,2213976179449793264,40840651967599588685590692188017141120
TCP,80,2081,1460,28,7271,1861544,121998207358,2046790276473011371,37756616402654857215192849540367034480
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,61,15662,4009584,262772122762,4408584662365164581,81324032993931424276144753090448770681
TCP,80,2081,1460,4,1158,296590,19437359758,326104783138649733,6015571475771225476303513006622382342
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,1195,9749,214,69,17804,4557940,298709206979,5011508886678639926,92446021855681953946524059391757687410
UDP,9749,1195,353,189,48389,12387614,811834707975,13620326251994058492,251250672570962027437664346477282601561
TCP,80,2081,1460,91,23361,5980545,391941008155,6575678953084747500,121299866758432694642018828970526244047
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,127,32561,8335700,546288459820,9165199488710621927,169068089352738477553689031383239163866
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,120,30948,7922929,519237126343,8711353423885851410,160696107146055741028098733952278096365
TCP,80,2081,1460,104,26655,6823888,447210364984,7502944890790098933,138404904199551616464465428282922479140
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,6,1715,439104,28777161553,482800655250028361,8906100126016548996618261105919497567
TCP,80,2081,1460,167,42760,10946686,717402046069,12036009085742677333,222025179273538051593470317434956807028
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,45,11759,3010559,197300018871,3310145033415713238,61061398278280413876430564430074676872
TCP,80,2081,1460,240,61527,15750940,1032253608751,17318341760810637775,319467018242710273451969907401858993459
TCP,80,2081,1460,202,51815,13264850,869325259621,14584857654931136002,269043136511998321591518182500263566169
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,56,14564,3728534,244353218766,4099566731543030871,75623658309868241066337625388475193332
TCP,80,2081,1460,183,47005,12033448,788624051314,13230916051702178895,244067322266485747967744055915387928547
TCP,80,2081,1460,95,24514,6275827,411292634948,6900345375743138556,127288905166538850349703403929697874608
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,1,497,127325,8344393513,139995692358003665,2582464708349869677923157679156898004
TCP,80,2081,1460,158,40483,10363758,679199279373,11395073017091194591,210201995647514614001481120034539393177
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,157,40220,10296383,674783773618,11320993123290924695,208835462805573452354185979481542126077
TCP,80,2081,1460,50,13034,3336854,218684084645,3668910123861714071,67679446084319051023261971083692732492
TCP,80,2081,1460,148,37928,9709806,636341866143,10676044938136573116,196938268693227686733465507339191514594
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,216,55532,14216195,931672584924,15630872198562372635,288338699095741837160989067489684128278
TCP,80,2081,1460,26,6659,1704762,111723339812,1874406604275863166,34576698919147823554767421400786798395
TCP,80,2081,1460,223,57293,14667118,961224260377,16126667040794930303,297484499663471032438791565101492639157
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,145,37297,9548147,625747397630,10498299251488950176,193659439501433213299406190959491336555
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,88,22649,5798156,379987995060,6375140670534217657,117600588383241816685122960753581003201
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,240,61623,15775594,1033869375749,17345449832739985573,319967073907922662187199397902706803631
TCP,80,2081,1460,145,37160,9513100,623450580245,10459765050103304828,192948608950387429567952832814310188761
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,196,50288,12873817,843698485984,14154911738231001426,261112034221094493567259197689225852119
TCP,80,2081,1460,123,31617,8094095,530454668236,8899552547218322253,164167768209066330553060692345100646090
TCP,80,2081,1460,210,53850,13785838,903468734039,15157690100230793875,279610030027558336356119208336302700172
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,76,19574,5011114,328408400413,5509778669943396980,101637477027229653861452444918885050131
TCP,80,2081,1460,169,43457,11125004,729088321638,12232072255204124924,225641906382873721499007526044333330750
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,182,46666,11946574,782930732124,13135398005898174456,242305325321118411578013963751414676106
TCP,80,2081,1460,67,17377,4448604,291543770504,4891292811216528483,90228426678086629440578302248523363272
TCP,80,2081,1460,10,2718,696049,45616289882,765314348482606118,14117557922396400987649245896944423610
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,244,62572,16018540,1049791054438,17612571275189087325,324894594793381376986144183603179136725
TCP,80,2081,1460,72,18447,4722629,309502258010,5192586235124236393,95786309360003800067816993305605386799
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,31,7968,2039958,133690748981,2242958572858608157,41375282761455563572109368344084808094
TCP,80,2081,1460,204,52438,13424204,879768660358,14760068844866265148,272275212491581763814547651786498952689
TCP,80,2081,1460,131,33725,8633839,565827293387,9493006719851435437,175115065451104416364443310205595002074
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,143,36675,9389046,615320571245,10323366133032761497,190432493035255983782297749761630860720
TCP,80,2081,1460,168,43184,11055217,724514764344,12155340696604109016,224226458959002380863080990132777917397
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,182,46781,11976078,784864252638,13167837097187753748,242903720936120981511675651117378210997
TCP,80,2081,1460,224,57578,14740028,966002524612,16206833011963256423,298963300817033523072899907279747863187
TCP,80,2081,1460,139,35748,9151521,599754086327,10062203853205989141,185614899297584995247844450514927476301
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,187,48100,12313853,807000708260,13539225194635481964,249754622121761127440897062715148569721
TCP,80,2081,1460,192,49293,12619102,827005522944,13874850291636969716,255945812390861515026927322050714456440
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,40,10246,2622998,171900808119,2884016988398353992,53200723289215005186852767547471004512
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,6,0,0,0,0,0,0
TCP,2076,443,1460,144,37107,9499420,622553997856,10444722893702093882,192671130140937579354076087223895784830
TCP,2076,443,1460,201,51708,13237467,867530689363,14554749762079961958,268487743917974044619536335721266622085
TCP,2076,443,905,5,1484,379999,24903621903,417813443851545006,7707297669284666338214923129500741853
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
UDP,57231,53,35,241,61748,15807489,1035959599104,17380517961441280000,320613966703219348983991125913132141670
UDP,58695,53,35,225,57655,14759681,967290454016,16228440881764564992,299361895661236299500415804437634288742
UDP,53,58695,217,225,57655,14759809,967298875392,16228582169008734215,299364501950870368869192490175391403110
UDP,53,57231,217,241,61748,15807617,1035968020480,17380659248685449223,320616572992853418352767811650889256038
TCP,2082,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,53942,53,35,143,36799,9420545,617384837120,10357998767487123456,191071352379633934479783772995419966566
UDP,53,53942,217,143,36799,9420673,617393258496,10358140054731292679,191073958669268003848560458733177080934
UDP,57763,53,42,64,16489,4221185,276639580160,4641241990493700096,85615803182791585344329392548993790068
UDP,53,57763,92,64,16489,4221313,276648001536,4641383277737869312,85618409472425654583979151245760753780
TCP,80,2082,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805063
TCP,2082,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,167,42760,10946686,717402046069,12036009085742677333,222025179273538051593470317434956807028
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,45,11759,3010559,197300018871,3310145033415713238,61061398278280413876430564430074676872
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,82,21210,5430002,355860616025,5970350420946750341,110133526245568793701357350270314066268
TCP,80,2081,1460,190,48667,12458950,816509811055,13698761466198071983,252697546893750052544904770548943101627
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,30,7725,1977628,129605858206,2174425477997192435,40111070299967768584549636237920956259
TCP,80,2081,1460,145,37231,9531138,624632706309,10479597834422940686,193314459247000832069685826962184676028
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,174,44686,11439634,749707889659,12578011201720676127,232023353594393237927505274955905459898
TCP,80,2081,1460,94,24166,6186604,405445288481,6802243181043708794,125479239087849243806428407381313388526
TCP,80,2081,1460,144,36883,9442103,618797709629,10381702834754843192,191508615242027556094658679104152364437
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,37,9535,2441072,159978157848,2683988109509855197,49510841753007824403865353458314219146
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,251,64439,16496525,1081116297736,18138121648239534905,334589288022885564932966350497147282732
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,144,36983,9467746,620478246177,10409897559419400127,192028716112143344252941532257921036812
TCP,80,2081,1460,153,39262,10051242,658718196589,11051457467318041141,203863407541102246140470871929912512485
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,217,55782,14280223,935868727564,15701271789986991591,289637342341645500654801007840223647662
TCP,80,2081,1460,192,49393,12644844,828692519430,13903153396064462436,256467912514726948941505986889067446660
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,246,63087,16150316,1058427135151,17757460666699798586,327567332317574972963276114062198551088
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,146,37462,9590510,628523706441,10544877984096320893,194518665461119130908572510322947257357
TCP,80,2081,1460,0,215,55208,3618167088,60702770759723834,1119768476769685101379788931230156966
TCP,80,2081,1460,30,7908,2024591,132683621521,2226061777922979763,41063591909612074926221556549604743557
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,133,34204,8756381,573858205901,9627743073776015621,177600512489375898554385283008053019385
TCP,80,2081,1460,151,38895,9957270,652559707535,10948135166226618995,201957447495762020733932042878478155641
TCP,80,2081,1460,16,4312,1104066,72356123620,1213934314895905128,22393135629178702603596089913435013605
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,177,45520,11653188,763703356413,12812816170468625841,236354740760122035795142226006203172962
TCP,80,2081,1460,248,63579,16276333,1066685807246,17896018192313795493,330123267532062829796223562427468670930
TCP,80,2081,1460,40,10284,2632740,172539289067,2894728921166799258,53398323571529298041847114024549605880
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,229,58632,15009914,983689759414,16503575570676921580,304437234853402234473942568262858800001
TCP,80,2081,1460,94,24291,6218578,407540758752,6837399338396838958,126127755725157498128624702421358863640
TCP,80,2081,1460,42,10947,2802617,183672329211,3081510340399162898,56843832609832961291209999380575428315
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,132,33995,8702913,570354114419,9568954174105409044,176516048702777231263317223546776912917
TCP,80,2081,1460,34,8913,2281887,149545748390,2508961322626902421,46282167409334290591812451954357974395
TCP,80,2081,1460,185,47613,12188958,798815612815,13401902080372306088,247221457777543548253294997326562833746
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,11,2957,757024,49612364824,832357360934281047,15354283215022971162966215761157570175
TCP,80,2081,1460,237,60744,15550640,1019126754837,17098109697292323975,315404453730162992816994830892761926659
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,54,13843,3543971,232257687645,3896637393294691535,71880272742153886391262021470192697572
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,12,1,257,65797,4312074812,72344610543392067,310717736325725717691783372
TCP,80,2081,1460,33,8504,2177068,142676351975,2393711975176847823,44156192192261102906048884868876591547
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,131,33725,8633839,565827293387,9493006719851435437,175115065451104416364443310205595002074
TCP,80,2081,1460,143,36675,9389046,615320571245,10323366133032761497,190432493035255983782297749761630860720
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,168,43184,11055217,724514764344,12155340696604109016,224226458959002380863080990132777917397
TCP,80,2081,1460,182,46781,11976078,784864252638,13167837097187753748,242903720936120981511675651117378210997
TCP,80,2081,1460,224,57578,14740028,966002524612,16206833011963256423,298963300817033523072899907279747863187
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,139,35748,9151521,599754086327,10062203853205989141,185614899297584995247844450514927476301
TCP,80,2081,1460,187,48100,12313853,807000708260,13539225194635481964,249754622121761127440897062715148569721
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,60,15425,3948919,258796393268,4341882989884496280,80093604312392140800211558499192058408
TCP,80,2081,1460,196,50278,12871298,843533407346,14152142178271163295,261060944857318566268674404134848100155
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,192,49293,12619102,827005522944,13874850291636969716,255945812390861515026927322050714456440
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,40,10246,2622998,171900808119,2884016988398353992,53200723289215005186852767547471004512
TCP,80,2081,1460,82,21210,5430002,355860616025,5970350420946750341,110133526245568793701357350270314066268
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,190,48667,12458950,816509811055,13698761466198071983,252697546893750052544904770548943101627
TCP,80,2081,1460,30,7725,1977628,129605858206,2174425477997192435,40111070299967768584549636237920956259
TCP,80,2081,1460,35,9075,2323423,152267893892,2554631345702504872,47124630636850338585996551428117987108
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,51,13125,3360241,220216757187,3694624102146648526,68153785260858161793673612840568301986
TCP,80,2081,1460,176,45166,11562603,757766767339,12713216733275179890,234517455432329030008580046452694719635
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,125,32232,8251469,540768329273,9072587066182519081,167359691696316311410742993182348759650
TCP,80,2081,1460,20,5214,1334840,87480109399,1467672691099449993,27073782516684128543923935750974256528
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,193,49623,12703731,832551776623,13967900987603261963,257662294765232265812517894283371409163
TCP,80,2081,1460,48,12293,3147171,206253053817,3460352034552628298,63832228386332485642418484130156029915
TCP,80,2081,1460,152,39014,9987804,654560784246,10981707662441134997,202576750741346780147648828159071245444
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,145,37231,9531138,624632706309,10479597834422940686,193314459247000832069685826962184676028
TCP,80,2081,1460,174,44686,11439634,749707889659,12578011201720676127,232023353594393237927505274955905459898
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,94,24166,6186604,405445288481,6802243181043708794,125479239087849243806428407381313388526
TCP,80,2081,1460,144,36883,9442103,618797709629,10381702834754843192,191508615242027556094658679104152364437
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,37,9535,2441072,159978157848,2683988109509855197,49510841753007824403865353458314219146
TCP,80,2081,1460,251,64439,16496525,1081116297736,18138121648239534905,334589288022885564932966350497147282732
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,144,36983,9467746,620478246177,10409897559419400127,192028716112143344252941532257921036812
TCP,80,2081,1460,153,39262,10051242,658718196589,11051457467318041141,203863407541102246140470871929912512485
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,217,55782,14280223,935868727564,15701271789986991591,289637342341645500654801007840223647662
TCP,80,2081,1460,192,49393,12644844,828692519430,13903153396064462436,256467912514726948941505986889067446660
TCP,80,2081,1460,60,15425,3948919,258796393268,4341882989884496280,80093604312392140800211558499192058408
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,51,13225,3385724,221886828690,3722643252499922077,68670647356587787560829915352012039304
TCP,80,2081,1460,34,8840,2263283,148326568257,2488506874194917542,45904849433940575889473422472141146797
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
